	num_genomes_gene_cluster_has_hits	num_genes_in_gene_cluster	max_num_paralogs	SCG	functional_homogeneity_index	geometric_homogeneity_index	combined_homogeneity_index	Pfam_ACC	Pfam	COG20_PATHWAY_ACC	COG20_PATHWAY	KEGG_BRITE_ACC	KEGG_BRITE	KEGG_Module_ACC	KEGG_Module	KOfam_ACC	KOfam	KEGG_Class_ACC	KEGG_Class	COG20_CATEGORY_ACC	COG20_CAT_ACC	COG20_CATEGORY	COG20_FUNCTION_ACC	COG20_FUNCTION
GC_00001548	1	2	2	0	1	1	1	PF08245.17	Mur_ligase_middle_domain	COG0769	Mureine_biosynthesis	ko00001|ko00001|ko01000|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09105_Amino_acid_metabolism>>>00300_Lysine_biosynthesis_[PATH:ko00300]|KEGG_Orthology_(KO)>>>09100_Metabolism>>>09107_Glycan_biosynthesis_and_metabolism>>>00550_Peptidoglycan_biosynthesis_[PATH:ko00550]|Enzymes>>>6._Ligases>>>6.3__Forming_carbon-nitrogen_bonds>>>6.3.2__Acid-D-amino-acid_ligases_(peptide_synthases)>>>6.3.2.13__UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---2,6-diaminopimelate_ligase|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Precursor_biosynthesis>>>Amino_acid_ligase	ND	ND	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate_ligase_[EC:6.3.2.13]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0769	UDP-N-acetylmuramyl_tripeptide_synthase_(MurE)_(PDB:1E8C)
GC_00001549	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001550	1	2	2	0	1	1	1	PF04347.18	Flagellar_biosynthesis_protein,_FliO	ND	ND	ko00001|ko02044|ko02035	KEGG_Orthology_(KO)>>>09140_Cellular_Processes>>>09142_Cell_motility>>>02040_Flagellar_assembly_[PATH:ko02040]|Secretion_system>>>Type_III_secretion_system>>>Flagellar_export_apparatus|Bacterial_motility_proteins>>>Flagellar_system>>>Flagellar_assembly_proteins>>>Type-III_secretion	ND	ND	K02418	flagellar_protein_FliO/FliZ	ND	ND	ND	ND	ND	ND	ND
GC_00001551	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001552	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001553	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001554	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001555	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001556	1	2	2	0	1	1	1	PF02321.23	Outer_membrane_efflux_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG1538	Outer_membrane_protein_TolC_(TolC)_(PDB:1EK9)
GC_00001557	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001558	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001559	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001560	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001561	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001562	1	2	2	0	1	1	1	PF01699.29	Sodium/calcium_exchanger_protein	ND	ND	ko02000	Transporters>>>Other_transporters>>>Electrochemical_potential-driven_transporters_[TC:2]	ND	ND	K07301	cation:H+_antiporter	ND	ND	P	P	Inorganic_ion_transport_and_metabolism	COG0530	Ca2+/Na+_antiporter_(ECM27)_(PDB:3V5S)
GC_00001563	1	2	2	0	1	1	1	PF01632.24	Ribosomal_protein_L35	COG0291	Ribosome_50S_subunit	ko00001|ko03011|ko03011	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09122_Translation>>>03010_Ribosome_[PATH:ko03010]|Ribosome>>>Ribosomal_proteins>>>Mitochondria/_Chloroplast>>>Large_subunit|Ribosome>>>Ribosomal_proteins>>>Bacteria>>>Large_subunit	ND	ND	K02916	large_subunit_ribosomal_protein_L35	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0291	Ribosomal_protein_L35_(RpmI)_(PDB:1VS6)_(PUBMED:28373563)
GC_00001564	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001565	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001566	2	2	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001567	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001568	1	2	2	0	1	1	1	PF02545.19	Maf-like_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	Q	Q	Secondary_metabolites_biosynthesis,_transport_and_catabolism	COG0424	7-methyl-GTP_pyrophosphatase_and_related_NTP_pyrophosphatases,_Maf/HAM1_superfamily_(Maf)_(PDB:2P5X)_(PUBMED:24210219)
GC_00001569	1	2	2	0	1	1	1	PF00488.26	MutS_domain_V	ND	ND	ko00001|ko03400	KEGG_Orthology_(KO)>>>09120_Genetic_Information_Processing>>>09124_Replication_and_repair>>>03430_Mismatch_repair_[PATH:ko03430]|DNA_repair_and_recombination_proteins>>>Prokaryotic_type>>>SSBR_(single_strand_breaks_repair)>>>MMR_(mismatch_excision_repair)>>>Mismatch_and_loop_recognition_factors	ND	ND	K07456	DNA_mismatch_repair_protein_MutS2	ND	ND	L	L	Replication,_recombination_and_repair	COG1193	dsDNA-specific_endonuclease/ATPase_MutS2_(MutS2)
GC_00001570	1	2	2	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001571	1	2	2	0	1	1	1	PF05175.19	Methyltransferase_small_domain	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG2890	Methylase_of_polypeptide_chain_release_factors_(HemK)_(PDB:1NV8)
GC_00001572	1	2	2	0	0.983050847	0.543865046	0.700296587		ND	COG1390	A/V-type_ATP_synthase	ko00001	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09102_Energy_metabolism>>>00190_Oxidative_phosphorylation_[PATH:ko00190]	M00159	V/A-type_ATPase,_prokaryotes	K02121	V/A-type_H+/Na+-transporting_ATPase_subunit_E	M00159	Pathway_modules;_Energy_metabolism;_ATP_synthesis	C	C	Energy_production_and_conversion	COG1390	Archaeal/vacuolar-type_H+-ATPase_subunit_E/Vma4_(NtpE)_(PDB:2DM9)
GC_00001573	2	2	1	0	0.916666667	0.934482759	0.925488979		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001574	2	2	1	0	1	0.508505763	0.674184714	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001575	2	2	1	0	0.848039216	0.503729889	0.63203501	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001576	1	2	2	0	0.90952381	0.763522133	0.830152408		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001577	2	2	1	0	0.991452991	0.543603418	0.702198606	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001578	2	2	1	0	0.899755501	0.6978791	0.786062794	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001579	2	2	1	0	0.971428571	1	0.985507246		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001580	1	2	2	0	0.879310345	0.501300289	0.638555896	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001581	1	2	2	0	0.998178506	0.767518072	0.867782214	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001582	1	2	2	0	0.987654321	0.964285714	0.975830133		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001583	1	2	2	0	1	0.816979117	0.899271884		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001584	1	2	2	0	0.904504505	0.758609069	0.825157501	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001585	2	2	1	0	0.780952381	0.587422862	0.670502167		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001586	1	2	2	0	1	0.860446571	0.924989284	PF00478.30	IMP_dehydrogenase_/_GMP_reductase_domain	COG0516|COG2524	Purine_biosynthesis	ND	ND	ND	ND	ND	ND	ND	ND	F|K	F	Nucleotide_transport_and_metabolism|Transcription	COG0516|COG2524	IMP_dehydrogenase/GMP_reductase_(GuaB)_(PDB:1B3O)|Predicted_transcriptional_regulator,_contains_C-terminal_CBS_domains
GC_00001587	1	2	2	0	0.971544715	0.595628415	0.738501226	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001588	2	2	1	0	0.898488737	0.666731198	0.765452137	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001589	1	2	2	0	1	0.782978437	0.878281443	PF02878.21	Phosphoglucomutase/phosphomannomutase,_alpha/beta/alpha_domain_I	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG1109	Phosphomannomutase_(ManB)_(PDB:6MNV)
GC_00001590	2	2	1	0	0.824242424	0.868303571	0.845699488		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001591	2	2	1	0	1	0.956521739	0.977777778		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001592	2	2	1	0	0.996240602	1	0.998116761		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001593	1	2	2	0	0.990825688	0.770546056	0.866911632		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001594	2	2	1	0	0.981132075	0.730501278	0.837467012		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001595	1	2	2	0	0.803030303	0.569702328	0.666536546		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001596	1	2	2	0	1	0.583469821	0.736950984		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001597	1	2	2	0	0.897435897	1	0.945945946		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001598	2	2	1	0	1	0.981234893	0.990528581	PF02414.20	Borrelia_ORF-A	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001599	2	2	1	0	0.979166667	1	0.989473684		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001600	1	2	2	0	1	0.940308074	0.969235851	PF00933.26	Glycosyl_hydrolase_family_3_N_terminal_domain	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09191_Unclassified:_metabolism>>>99981_Carbohydrate_metabolism	ND	ND	K01207	beta-N-acetylhexosaminidase_[EC:3.2.1.52]	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG1472	Periplasmic_beta-glucosidase_and_related_glycosidases_(BglX)_(PDB:2X40)
GC_00001601	1	1	1	0	1	1	1	PF02890.19	Borrelia_family_of_unknown_function_DUF226	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001602	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001603	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001604	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001605	1	1	1	0	1	1	1	PF00009.32	Elongation_factor_Tu_GTP_binding_domain	COG0480	Translation_factors	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09194_Poorly_characterized>>>99997_Function_unknown	ND	ND	K02355	elongation_factor_G	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0480	Translation_elongation_factor_EF-G,_a_GTPase_(FusA)_(PDB:1DAR)
GC_00001606	1	1	1	0	1	1	1	PF01300.23	Telomere_recombination	COG0009	tRNA_modification	ko01000|ko03009|ko03016|ko03016	Enzymes>>>2._Transferases>>>2.7__Transferring_phosphorus-containing_groups>>>2.7.7__Nucleotidyltransferases>>>2.7.7.87__L-threonylcarbamoyladenylate_synthase|Ribosome_biogenesis>>>Prokaryotic_type>>>Other_maturation_factors|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>tRNA_modification_factors>>>Other_tRNA_modification_factors|Transfer_RNA_biogenesis>>>Prokaryotic_type>>>tRNA_modification_factors>>>Other_tRNA_modification_factors	ND	ND	K07566	L-threonylcarbamoyladenylate_synthase_[EC:2.7.7.87]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0009	tRNA_A37_threonylcarbamoyladenosine_synthetase_subunit_TsaC/SUA5/YrdC_(TsaC)_(PDB:1HRU)
GC_00001607	1	1	1	0	1	1	1	PF05619.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF787)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001608	1	1	1	0	1	1	1	PF02524.19	KID_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001609	1	1	1	0	1	1	1	PF02524.19	KID_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001610	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001611	1	1	1	0	1	1	1	PF02524.19	KID_repeat	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001612	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001613	1	1	1	0	1	1	1	PF06780.16	Erp_protein_C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001614	1	1	1	0	1	1	1	PF06780.16	Erp_protein_C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001615	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001616	1	1	1	0	1	1	1	PF06780.16	Erp_protein_C-terminus	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001617	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001618	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001619	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001620	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001621	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001622	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001623	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001624	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001625	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001626	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001627	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001628	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001629	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001630	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001631	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001632	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001633	1	1	1	0	1	1	1	PF00921.22	Borrelia_lipoprotein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001634	1	1	1	0	1	1	1	PF02999.19	Borrelia_orf-D_family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001635	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001636	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001637	1	1	1	0	1	1	1	PF06381.16	Anti-CBASS_protein_Acb1-like	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001638	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001639	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001640	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	T	T	Signal_transduction_mechanisms	COG2200	EAL_domain,_c-di-GMP-specific_phosphodiesterase_class_I_(or_its_enzymatically_inactive_variant)_(EAL)_(PDB:2BAS)
GC_00001641	1	1	1	0	1	1	1	PF12796.12	Ankyrin_repeats_(3_copies)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	T	T	Signal_transduction_mechanisms	COG0666	Ankyrin_repeat_(ANKYR)_(PDB:6AUN)
GC_00001642	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001643	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG3064	Membrane_protein_TolA_involved_in_colicin_uptake_(TolA)_(PDB:1S62)
GC_00001644	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001645	1	1	1	0	1	1	1	PF04748.18	Divergent_polysaccharide_deacetylase	ND	ND	ko00001	KEGG_Orthology_(KO)>>>09190_Not_Included_in_Pathway_or_Brite>>>09194_Poorly_characterized>>>99997_Function_unknown	ND	ND	K09798	uncharacterized_protein	ND	ND	G	G	Carbohydrate_transport_and_metabolism	COG2861	Uncharacterized_conserved_protein_YibQ,_putative_polysaccharide_deacetylase_2_family_(YibQ)_(PDB:2NLY)
GC_00001646	1	1	1	0	1	1	1	PF13392.11	HNH_endonuclease	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001647	1	1	1	0	1	1	1	PF01230.28	HIT_domain	ND	ND	ko01000|ko03016|ko04147	Enzymes>>>3._Hydrolases>>>3.9__Acting_on_phosphorus-nitrogen_bonds>>>3.9.1__Acting_on_phosphorus-nitrogen_bonds_(only_sub-subclass_identified_to_date)>>>3.9.1.-|Transfer_RNA_biogenesis>>>Eukaryotic_type>>>Aminoacyl-tRNA_synthetases_(AARSs)>>>AARS_associated_factors|Exosome>>>Exosomal_proteins>>>Exosomal_proteins_of_haemopoietic_cells__(B-cell,_T-cell,_DC-cell,_reticulocyte,_and_mast_cell)	ND	ND	K02503	histidine_triad_(HIT)_family_protein	ND	ND	F|R	F	Nucleotide_transport_and_metabolism|General_function_prediction_only	COG0537	Purine_nucleoside_phosphoramidase/Ap4A_hydrolase,_histidine_triade_(HIT)_family_(HinT)_(PDB:1AV5)_(PUBMED:20934431)
GC_00001648	1	1	1	0	1	1	1	PF01195.24	Peptidyl-tRNA_hydrolase	COG0193	Translation_factors	ko01000|ko03012|ko03012	Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.1__Carboxylic-ester_hydrolases>>>3.1.1.29__peptidyl-tRNA_hydrolase|Translation_factors>>>Eukaryotic_type>>>Release_factors|Translation_factors>>>Prokaryotic_type>>>Release_factors	ND	ND	K01056	peptidyl-tRNA_hydrolase,_PTH1_family_[EC:3.1.1.29]	ND	ND	J	J	Translation,_ribosomal_structure_and_biogenesis	COG0193	Peptidyl-tRNA_hydrolase_(Pth)_(PDB:1RYB)_(PUBMED:11835511)
GC_00001649	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001650	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001651	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001652	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001653	1	1	1	0	1	1	1	PF05246.16	Protein_of_unknown_function_(DUF735)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001654	1	1	1	0	1	1	1	PF08282.17	haloacid_dehalogenase-like_hydrolase	ND	ND	ko00001|ko01000	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09108_Metabolism_of_cofactors_and_vitamins>>>00740_Riboflavin_metabolism_[PATH:ko00740]|Enzymes>>>3._Hydrolases>>>3.1__Acting_on_ester_bonds>>>3.1.3__Phosphoric-monoester_hydrolases>>>3.1.3.104__5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase	M00125	Riboflavin_biosynthesis,_plants_and_bacteria,_GTP_=>_riboflavin/FMN/FAD	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil_phosphatase_[EC:3.1.3.104]	M00125	Pathway_modules;_Metabolism_of_cofactors_and_vitamins;_Cofactor_and_vitamin_metabolism	H|R	H	Coenzyme_transport_and_metabolism|General_function_prediction_only	COG0561	Hydroxymethylpyrimidine_pyrophosphatase_and_other_HAD_family_phosphatases_(Cof)_(PDB:1YMQ)
GC_00001655	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001656	1	1	1	0	1	1	1	PF05714.16	Borrelia_Bbcrasp-1_domain_containing_protein	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001657	1	1	1	0	1	1	1	PF02388.21	FemAB_family	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG2348	Lipid_II:glycine_glycyltransferase_(Peptidoglycan_interpeptide_bridge_formation_enzyme)_(FmhB)_(PDB:1LRZ)
GC_00001658	1	1	1	0	1	1	1	PF00768.25	D-alanyl-D-alanine_carboxypeptidase	ND	ND	ko00001|ko01000|ko01002|ko01011	KEGG_Orthology_(KO)>>>09100_Metabolism>>>09107_Glycan_biosynthesis_and_metabolism>>>00550_Peptidoglycan_biosynthesis_[PATH:ko00550]|Enzymes>>>3._Hydrolases>>>3.4__Acting_on_peptide_bonds_(peptidases)>>>3.4.16__Serine-type_carboxypeptidases>>>3.4.16.4__serine-type_D-Ala-D-Ala_carboxypeptidase|Peptidases_and_inhibitors>>>Serine_peptidases>>>Family_S11:_D-Ala-D-Ala_carboxypeptidase_A_family|Peptidoglycan_biosynthesis_and_degradation_proteins>>>Peptidoglycan_biosynthesis_and_degradation>>>DD-Carboxypeptidase/DD-Endopeptidase_(Low_molecular_weight_PBP)	ND	ND	K07258	serine-type_D-Ala-D-Ala_carboxypeptidase_(penicillin-binding_protein_5/6)_[EC:3.4.16.4]	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG1686	D-alanyl-D-alanine_carboxypeptidase_(DacC)_(PDB:1HD8)
GC_00001659	1	1	1	0	1	1	1	PF05561.16	Borrelia_burgdorferi_protein_of_unknown_function_(DUF764)	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001660	1	1	1	0	1	1	1		ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND	ND
GC_00001661	1	1	1	0	1	1	1	PF08245.17	Mur_ligase_middle_domain	COG0771	Mureine_biosynthesis	ND	ND	ND	ND	ND	ND	ND	ND	M	M	Cell_wall/membrane/envelope_biogenesis	COG0771	UDP-N-acetylmuramoylalanine-D-glutamate_ligase_(MurD)_(PDB:1E0D)
